"","SAMd027124354ce","SAMbf1a3ae828e6","SAM2e9ac0b1b250","SAMd35318127278","SAM560f23d6a3ad","SAM73663ee4a96e","SAMc2a1820d4e6b","SAMe1eb5d988760","SAM8a1b0e02ee42","SAMb470eb8f04be","SAMd3601288319e","SAM670649e105b5","SAM3b15b4c6311d","SAMeaa477a5384b","SAM25510f300d79","SAM771445e92421","SAM6f2a102a99df","SAM6ff654a20f98","SAM31d9176e11fb","SAM572f19794c96"
"ASCL2",0.309651406005324,-0.104998307093663,-0.605622295621728,-0.826986197335785,-0.747703381350786,-0.0390850356126862,0.376009184697922,-0.313760696371949,0.30223141638462,-0.342642712749265,-0.38392628557523,-0.303565348001414,-0.0519272951384732,-0.577933061080991,-0.53600378603174,0.178277786512924,-0.148408450499399,0.0821566491175591,-0.806833124367463,-0.807221622836082
"ATF1",2.67370315038385,2.57930981290534,2.73949544416152,2.63605068683812,3.36397560924821,2.53862505598758,2.54535460805251,2.41531758711218,2.10670445147222,2.48974652243433,2.20615412365017,2.77075702951746,2.7216112097559,2.22046010470476,2.09362025923477,3.03126833985558,2.83269517361323,2.69622389559308,2.44266890981156,3.00459745951531
"ATF2",0.365011137736097,0.77791582673264,1.23953581281175,0.587850800963822,0.925106756760781,0.742527657168281,1.34438398801558,1.26592205296946,-0.310655870138714,1.09303094015915,1.31312500582276,1.68843006007266,0.900500034313972,0.159173375654169,0.414268142661099,1.47034777685065,0.758358351228439,0.551867838805862,0.775777624258917,1.30040055154061
"ATF3",1.43847904481598,1.12761758813391,1.02394578979008,0.120787672887536,1.2629901609937,0.843461240031469,0.854535599130526,0.836365323836519,0.545131045380077,-0.0335156335930366,0.969395978675923,1.01767578880398,0.86582177887116,0.548967381060116,1.30832034508086,1.01697830452243,1.48583689771167,0.653538069011088,0.748491661552634,1.31749818544632
"ATF4",0.861620678370902,0.689221021242344,0.624199797661564,0.928424071042379,0.988846745523096,1.0179089266631,0.599901902055309,0.672455749945128,-0.0603382917960966,0.569675960405594,0.902007272441146,1.5104883356932,0.829393424660198,0.820173362847501,1.32520154633505,0.952899190806322,1.04381234826036,0.825675327110225,0.870738057708937,2.19015478808182
"ATF5",1.15375015572759,1.22722515705874,1.96862262575265,1.14696910360489,1.79216114217476,0.958879728094191,1.26525148295662,0.79470426743263,1.09874484074737,1.36222515534716,0.971292324614061,1.72728114070613,1.34047528454587,1.55547994536543,1.33244677798174,0.942456964753275,1.42094555644289,0.972539421363579,1.23415817065902,1.98662332887405
"ATF6",2.69717018448037,2.44505922924454,3.35343315243877,3.21502851625644,3.90808952728393,2.69237687115357,2.57588124901964,2.3355426799549,2.60129306737411,2.696415771018,3.02469624100323,2.72302647652827,2.03210024675346,2.0411637243127,3.17853385297127,2.34532600999056,3.16402936028428,2.64122070822586,2.39779584153425,2.97347544828642
"ATOH1",-4.43805483868037,-4.76827878076749,-4.51128171349377,-3.52211535646533,-3.2072564560544,-4.30090641318543,-4.63698225857586,-5.15543677666675,-4.14900169476211,-3.36036561177017,-4.13797589691095,-4.29954094732095,-4.31772783999795,-4.58578907422673,-4.24387685061601,-4.14365659212244,-4.89204402086637,-4.12634572870579,-4.31785697666548,-4.15793251931894
"ATOH7",-3.66671399147953,-3.05737390475815,-3.33159875610387,-3.28592724832214,-3.21392659041139,-3.58280809549238,-3.43671447996103,-3.125109230512,-2.97613805297158,-3.47259470537822,-2.98274808143823,-3.35328512493685,-3.4177983660942,-2.89272176862259,-3.30323462884324,-3.34889471920017,-3.22830690909177,-3.48108592540633,-3.09852639424503,-3.38027418166378
"BACH1",2.1327599311479,1.31753653436142,1.05493403597501,0.95609755498819,1.7542614554643,0.68816687219525,0.887626368715083,1.13739217213369,0.94453058146477,1.08388391429879,0.96481391804622,1.44056825533963,1.69623048876758,0.822711656989863,1.23979938498641,1.04424275965268,1.45187155342825,1.03935053960962,1.20129469582674,1.17400373951495
"BARX2",1.57998292022632,1.14911657529285,0.950134897520844,0.0682718404709552,0.188325589870798,0.826097147741063,1.17302996816793,1.27100818070222,0.177533142438372,0.891313118248521,0.431133567410548,1.21387979307266,1.14358772976946,0.366135318784959,0.277895161208291,1.36411917251198,0.367924712858906,1.11645671350845,0.759904848549574,0.666665045095252
"BATF",-1.46700510482016,-1.29226081983811,-1.14153253197017,-1.29598840299484,-0.0979095642356191,-1.148473494704,-1.1529653924988,-0.842439999925142,-1.87133993917589,-1.60640362175751,-0.825311811273593,-1.43043915506647,-1.12131965049506,-1.00057083689614,-2.09255434933017,-0.882725473780094,-0.830247122071651,-1.72763638710479,-1.29778330282538,-1.09184182535499
"BCL11A",-0.371224750540891,1.37367872328871,0.750588634247834,0.723771311481438,0.680002730964835,1.07046041329066,0.727938620106013,1.33362346904192,0.498620008339733,1.63100505737281,1.27484468485475,0.316419933135391,-0.0305093571863739,0.517809063556881,-0.133144793033261,0.563288940182228,0.25402222694286,1.30178079400602,0.149521739973086,0.957306816900164
"BCL11B",-1.09767388808414,-0.89729358650991,-0.548707290362249,-0.383967108390598,-1.14802180005418,-1.03903966594168,-0.273910777059108,-0.670415657040275,-0.961428337910942,-1.01313747334964,-0.560210272545739,-0.920578516155397,-1.25888853314059,-0.228277485652438,-1.14961662605026,-0.547015589169554,-0.597237539765658,-1.14480411333132,-0.831991589730398,-1.19513206601702
"BCL3",-0.983949416761052,-0.683506798727882,-0.464160888193926,-0.49139506335915,-0.811922046639001,-1.18155101598289,0.0937430504645158,-0.830738313812377,-0.79442751094297,-0.846847020494645,-0.710162946399561,-0.537669815919924,-0.518347639195781,-0.488655283865064,-0.862245504347735,-0.271634823660773,-0.749397536983973,-1.09981700691849,-0.829491602059734,-0.499001424864018
"BCL6",-2.92640659000678,-2.01069889813761,-3.07430148675543,-2.41188025839269,-2.46168693840542,-2.33030400048679,-1.86811982463946,-2.06685345325641,-2.96458070489645,-2.07401420143537,-2.00259799079935,-2.17561957617912,-2.90024503876946,-1.89121141874651,-2.88550602233075,-2.21343055006817,-2.33219783141013,-2.34705310232737,-2.28251065258062,-1.7576538071698
"BHLHA15",-0.493778599652002,-0.426880111129973,-0.543516562732701,-0.568289041593157,0.320823483008325,-0.167970301260721,-0.645564513692467,-0.218356287650382,-0.904164065654658,-0.528896185672437,-0.889822899946063,0.553074138139936,0.353214720692938,-0.370922880585332,0.793033458062643,-0.257546933476792,0.540965749314184,-0.420358103417709,0.389557875722698,-0.284516391442525
"BHLHE40",-0.856666392224964,-1.88240279152716,-1.04290015077811,-1.47703467056267,-2.50927687102446,-2.35495041847676,-1.89592060752042,-1.95256713648113,-0.766517669715696,-1.84338847796041,-1.94695458258753,-1.82664136226114,-1.51791044260549,-1.6783740881327,-1.10701849807337,-1.43755400874065,-1.06819039488383,-1.21287708114448,-1.9199435375802,-1.71698770609223
"BHLHE41",-1.73997405485046,-1.77178148476799,-2.14274053842033,-1.71956728449019,-2.42929914603736,-1.86548324411992,-2.03707258206995,-1.85591451005878,-2.15329616712027,-1.43306316889778,-1.61468640967497,-1.94704707563588,-1.91245250875333,-1.92060507517589,-1.6393422757403,-1.70001343778554,-1.79112516724514,-1.74668289045079,-1.59087840871764,-1.82972057323169
"BMAL1",1.54965644878479,1.79138048364059,0.985034778978348,1.41506575362685,1.31308546304221,1.29335428482545,1.95700715684899,1.35914030808938,0.397763016698961,1.16727068398675,1.3900636511035,1.86877773008033,0.885397041024239,1.13692022743609,1.45511338042533,1.43608669473558,0.917837253663722,1.53396945266935,0.732205193658332,1.38808681036758
"BRCA1",2.50107832656724,2.66563523775592,1.77840856929208,3.08283622955695,2.07708284126296,2.87982097560814,3.14723474565505,2.83591706762774,1.6985604113245,3.68328976277221,2.0307517365906,2.72398428450722,2.82946436879052,3.18795847844194,2.36955362334606,3.32532280755564,2.73352770172884,2.23178196254605,2.64050101578048,2.37886111570848
"BRD4",1.00301460671931,1.03605397749533,1.66773982025275,0.683701875218149,1.06231809492458,1.31879546622315,1.34372498241322,0.89575760399812,1.04991286235362,1.14217220945339,1.30000200305852,1.47927202823707,1.12851118457315,1.1253670828772,1.43632392836842,1.0782696461977,1.1680396553521,1.17191890849629,1.2372161557731,1.44614997158124
"CDX1",-3.54417501320935,-2.79015469350477,-2.86799033044498,-3.0096414232456,-2.50035875577599,-2.89991524495723,-2.86893278201439,-2.70842910648595,-2.98499986313868,-2.57504110391395,-2.3704613635818,-2.99913043550108,-2.48827860566561,-2.67050979222796,-3.06937409644491,-2.14145972793059,-3.29891622242337,-2.92077768542608,-2.5736357422317,-2.76640032613786
"CDX2",-4.54644606855606,-3.91069230389011,-3.43502909557524,-2.99183520967182,-1.81460219614873,-3.64172116439065,-3.28226892164469,-3.37316764296122,-3.24664573614388,-2.8282063841766,-3.51147783597429,-3.52093459707502,-3.10873162913516,-2.61889740704116,-2.77596238280172,-3.66503006625973,-3.76553384273818,-3.87561883386599,-3.22195583765595,-3.11575395237212
"CEBPA",-2.50779472564431,-1.22601736273967,0.316761565936285,-2.5217737079376,-0.610532322674692,-2.16046141880796,-1.23228712329816,-1.82109803074537,-2.78914409577632,-1.53350852572723,-2.41414645530561,-1.53130229893768,-2.46354395174055,-2.34282176720172,-1.31412510562915,-1.6624744079703,-1.41282645180927,-0.874852960932902,-2.57775171476689,-1.2172120258042
"CEBPB",-0.068584952136549,-0.012890487056116,0.802057254232884,-1.28450827197157,1.5840317193709,-1.01920127617801,0.608200285835859,-0.109845756346374,-1.87284019833365,-0.443564629711993,-1.04084789915998,0.277500685314446,-0.483862726815018,-0.584762998512336,-0.525216212766133,0.195851639829188,-0.0286376896575007,0.139339399974518,-0.401150723792969,-0.0536866466583006
"CEBPD",-1.31923359996465,-1.67111127559522,-0.434078653950689,-2.3820554067127,-0.241337801643205,-2.19518049777229,-0.829066829534523,-1.6367622324758,-2.06354749180413,-1.2731073443947,-1.9269429970865,-1.84599138814411,-1.82924767983709,-1.27042848480036,-0.768095366937505,-1.43057330679706,-1.24917968808666,-1.62483745685484,-1.71509548165694,-0.977165139286024
"CEBPE",-0.930732449605849,-0.286664791681641,0.419800787686764,-1.37192763571119,0.408473981113656,-0.963557187649661,-0.517213339163014,-0.64688811239634,-0.452157743319963,-0.560767728280161,-0.820126517792079,0.533320476751926,-0.371557671635683,0.405391553381818,0.639364722834979,-0.699794571156982,0.431020417495468,-0.472268626217376,-0.744706791591876,-0.190177933823649
"CEBPG",-1.75762563717452,-2.07488096131937,-0.198296563108883,-2.88263028260624,0.17166424934715,-2.64905572365016,-1.30905004711573,-2.39476017915595,-2.59788815208649,-1.72800720980051,-3.3509089165594,-1.35944146439591,-2.13695704806601,-2.21306964899128,-1.50008260827213,-1.98764755178133,-1.60674709650027,-1.29545575335908,-1.98854160617432,-1.74248430972346
"CEBPZ",0.984366595627984,0.878239008590423,1.05777626242343,0.768604005622903,1.2697337414654,0.675943548860571,1.17279547455746,1.33250696600712,0.186748495034716,1.04470041522188,1.10267304590931,1.32284807130283,1.54748913334796,0.639179630661278,0.615036899965377,1.44283092631199,1.19973118212115,1.09795750744484,1.36547806220009,1.2622810836181
"CIITA",-0.724107568506251,0.288934934359746,0.862408181986124,0.623166676406921,2.5867350436758,1.4108050468005,1.23192428003612,0.762147879499429,-0.195451058094623,0.251358480333661,0.733766317045098,0.00847459833877295,1.21887158920244,2.54556659668342,-0.966631434604704,1.22821136849368,1.65347027208343,0.940887465525337,0.799898022181353,1.18337140110659
"CLOCK",1.08185211193114,1.77370191214413,0.823127637931939,0.939933206087759,1.10727227976613,0.782682314679048,1.59582253732362,1.07116871177285,0.511266062987911,1.13737959233133,1.14953618499896,1.80797926500331,0.645252781178344,1.05680625168891,0.949108811183025,1.45250690199774,1.37252496126219,1.43320558689432,0.77747153428067,1.33958951879219
"CREB1",-0.669703851335349,-0.633047593583921,-0.713545831821772,-0.946458907282548,0.647605235594589,-0.795682193266231,-0.569507948766599,-0.676001823257232,-1.52054167422847,-0.276457567500709,-0.677334053978606,-0.206628245391149,-0.590598313881213,-1.46483452408177,-1.34550222245256,0.116035155642024,-0.513032032631965,-0.612983915271567,-0.80221624051858,-0.264808612697874
"CREB3",-0.786119818537678,-0.190426117010401,0.25341049934666,-0.405555152474349,1.03018999047341,-0.313453973615586,-0.153847127905128,-0.45185691935151,-0.612227693688526,-0.401766368646564,0.484573248054051,-0.549643913725502,-0.503527485551827,-0.705728147947265,-0.198891178722598,0.0064947946815494,0.457437847619676,-0.314030079035237,-1.09446428947701,0.216941078849323
"CREB3L1",0.854472938042833,0.759679961118394,0.824221239477672,0.589209238574164,0.254960147893944,0.363075735895812,0.820000516531105,0.362469554329007,0.57511498270877,0.381733931459895,0.728468817904265,0.83670841731485,0.169382863441268,0.639398577638556,1.03463690268842,0.442498031134328,0.864326155353331,0.819611744180079,0.542403280158069,1.0113527111505
"CREB5",-0.268193615568504,0.000923703509853172,0.00418332286156383,-0.0394993310291701,-0.363344925263557,-0.24191805556977,0.124391721620596,-0.0584838698378268,-0.0866578592819029,-0.174941662613428,-0.386229205473319,-0.570857660690268,-0.083304364554957,0.0407737297125113,0.468221923871292,-0.300894942688086,0.176521176451111,0.0829023222264427,-0.215788720291502,-0.462572429118447
"CREBBP",-0.256122832565953,0.0307748879430136,1.10305133275001,0.872109706370928,0.404462952523507,0.101997506962712,-0.0421810039520363,0.334727868730385,0.221374279707938,0.502082190249543,0.478800260221609,0.0334298962878642,0.364419055665932,0.657343282782994,-0.0145801733602418,0.0273299665470238,0.821632530598889,0.0382760082479521,0.504738252639422,0.586918410002033
"CREBZF",-1.10663123527211,-1.14512204144064,-1.02154020569071,-0.547473255543558,-0.990252652470923,-0.725460921353132,-1.10719152018619,-1.05953659180273,-1.17131701198944,-0.706704099733444,-0.64452837662309,-0.565041769865625,-0.666713342371856,-0.22919150636568,-0.605591997054683,-1.0691444994754,-0.794517422693757,-1.22599922251146,-0.23872207592689,-0.46637318487125
"CREM",-2.97741788310608,-2.77504992053068,-2.50409926286158,-2.42603206837074,-2.36589672822901,-2.59798913290891,-2.5409031623035,-2.6300880486318,-2.58969506986613,-2.73606634215171,-2.28029324512476,-2.73643291984357,-2.36860336270623,-2.06866952584293,-2.8535886475493,-2.5856130820609,-2.86163096939418,-2.87210793884204,-2.31527263376954,-2.68321549802139
"CRX",-3.2309792441993,-2.72650578312788,-2.57107652474577,-2.78774702409769,-3.01650066711859,-3.06295093548941,-2.81980890787823,-3.01403012259384,-2.44295025070016,-2.88025520876159,-3.44427312855836,-2.92127981434704,-2.96879194162211,-2.39341757977333,-2.33560944784383,-2.94079595850491,-2.44431684468628,-3.07377011248567,-2.90781977876009,-3.65035575364539
"CTBP1",0.17180140906512,-1.98791426330286,-1.52111631312148,-2.39120572612365,-2.69206276022236,-2.01302594752581,-0.820486340310066,-1.89512727395061,-1.90828388774043,-1.82362035479067,-2.0928791745764,-1.91414106280686,-1.74514907226098,-1.4572696036003,-1.74117989539894,-1.01583932265856,-1.76175240768127,-1.48655981272867,-1.72862322834062,-2.29020576517618
"CTBP2",-1.74819555468943,-1.58502372047524,-1.59915141303583,-1.27631464639067,-2.13609128312037,-2.19337790258768,-1.57652971495281,-2.36764169622809,-1.75379011630922,-1.92347409156126,-1.20306168640211,-2.06939694670811,-1.89837435693953,-1.54433835024196,-1.62217419493059,-1.32880187199012,-0.888982890211115,-1.60586668414717,-2.19881278899806,-1.9472611795939
"CTCF",1.62440079040059,0.755452401684945,1.29517269755249,0.612818912578563,0.951061228142508,0.720660419741573,0.898822315479655,1.09418808254487,0.223137080700065,0.614038920712093,1.15095239967072,0.670923257355191,1.02359976360353,0.899468239221359,0.865648465677606,0.593874202897487,1.51687499655596,0.7286718632569,1.0695066805692,1.12880668850225
"CTCFL",0.551000910476338,-0.404230837061961,0.446551595327707,0.330430939013154,0.00440500764881885,-0.0464411456666917,-0.206862338794024,0.279853300496682,-0.0964084622632767,0.109039522766632,-0.260363949238228,0.118466261948336,0.607577804759046,0.170686110200066,0.105964817335024,-0.314991907449873,0.00878320067229701,-0.0725851613207396,0.418926183371853,0.0892354281466693
"CTNNB1",0.123048548143615,-0.657163193236091,-1.55351093022641,-1.6004804691578,-0.881118994253552,-0.840047243845207,-0.553764447115721,-0.0987744457481215,-2.26315326616577,-0.830519883084257,-1.73593906320736,0.160075311172236,-0.473479867730923,-1.54141696046314,-1.49948259089397,0.610893070192545,-1.29701447455535,-0.496817664490979,-1.09856874530946,-0.157479978160236
"CUX1",2.13948401620634,1.29645415948253,2.09339628063633,1.53718605718325,2.00595918695306,1.27304318983829,1.78921279118978,1.32062205582659,1.15133828004907,1.4508039672892,1.41814442193104,1.46042740919954,2.16881106411243,1.56750141880354,2.24727056142925,1.75574180275733,1.76722641211233,1.41751078402761,1.5617974775662,1.99171898619243
"CXXC1",-0.267245611144237,-0.382069949582411,-0.93641564689695,-1.39983738606121,-0.0818838945853206,-0.815261055590509,-0.0858325450906256,-0.113843926560172,-0.76592142150591,-0.832695051107991,-0.424386253931539,-0.48953060089485,-0.805584632667912,-0.977586509696157,-1.20141460222824,-0.220091881644026,-0.499824844857092,-0.171363380540763,-0.470074477053456,-0.994237533894959
"DBP",-1.51687639652345,-0.950762627763729,0.526522159389476,-1.66825793707437,-0.861598494523962,-1.5213720201154,-0.875319117817293,-1.31587583181044,-1.33091338839256,-0.646246162670812,-1.43961875485721,-1.74755638996091,-2.16284631369428,-1.79126869082452,-1.61548786322028,-0.915635659950267,-1.34773727499381,-0.643746370313553,-2.11311830137218,-1.38244304612148
"DDIT3",2.75170337648119,2.0751819503961,2.64064710804085,2.27175752612992,3.08867263482678,2.22748689938769,2.67485729033901,2.32704434847633,2.16792088119111,2.34092606312684,2.17630033699465,2.57114941087993,2.73616445449976,2.48446867487149,2.79090978179956,2.45945270276588,3.15301821363061,2.07923756412032,2.42396088547766,3.11818435938578
"DEAF1",-1.41623231787387,-1.6423137063641,-1.96144601606896,-1.89298532072648,-1.99529613713867,-2.12565827388982,-2.28526113203483,-1.65459540995616,-2.48593495513466,-1.68636044526596,-1.95053067105627,-2.01778416638431,-2.37751350140652,-2.09041342049809,-1.68214615587134,-2.12375888347127,-2.460524672991,-1.92061186018115,-2.13231717762911,-2.12526912569343
"DLX1",-1.2110100224478,-1.64629643434805,-0.731181560618913,-1.11092458532422,-0.935775439936369,-1.85138837511931,-1.00418910684606,-1.40181086523445,-1.44260494857604,-1.34620994970609,-1.17892670083021,-1.23993949022447,-1.43013033525103,-1.5417139909041,-1.93491755764749,-1.05406811029882,-0.952011471852241,-1.45380570455721,-1.35622838515363,-1.67193843822559
"DLX2",-2.433465913916,-3.40375335337525,-3.37470813932508,-2.58174075507681,-4.08275315772166,-3.46027782831728,-3.52347336065854,-3.54724086834165,-1.80830360331575,-3.2023873670195,-3.02679099225054,-3.3637337458547,-3.18005472065632,-3.3364634366667,-3.18253737891474,-3.57128491011842,-3.59851929695103,-3.37549481038053,-3.81969415902716,-3.81825064166451
"DLX3",-1.49637918000666,-2.219994343538,-1.90652535491464,-2.51782107894861,-3.04265893553514,-1.95168653426066,-1.87968029170057,-2.39512778819442,-2.46504175193619,-2.64045347055467,-2.56554452382874,-1.74105762661136,-2.40552156647481,-2.90235019375902,-2.93633460592879,-2.53161017969919,-2.67474483266136,-1.77396024959616,-2.47283422741785,-2.2383185386135
"DLX4",0.314326675684094,-0.864622099031609,-0.279705284995065,-0.714895724517345,-0.508217453310213,-0.781406346135578,-0.250133271392938,-0.54755389007681,-0.861490317489782,-0.27680643651884,-0.69638701716989,-0.726036051564584,-0.194269259154854,-0.338956936407787,-0.207694147654163,-0.0503051231138287,0.0169590717040514,-1.01900065412598,-0.0387515815429337,-0.342902601522339
"DLX5",-0.307974829807017,-2.02216405260772,-1.4765576404003,-2.32308276636145,-2.650055194289,-1.98471945785402,-1.87116850004823,-1.93606457153831,-2.58656392337573,-1.87790569752567,-2.25219023412168,-1.34763335424781,-1.74682759008038,-2.49213378062939,-1.78829130281915,-1.63168444921598,-2.1470330598547,-1.6436494081152,-1.73946457454198,-2.06424605310737
"DMTF1",-0.0691191590385683,0.489804114556622,-0.456536343478525,0.873575076551302,0.459208969186522,-0.249957901349263,0.760762802889994,-0.107170324072245,-0.882053924268144,0.282282429217291,0.351532670513881,0.162586205311827,0.418318795595184,-0.640758974425261,0.387552241988335,0.33390521519176,-0.0465829328315017,0.23039410935596,0.162409352210049,0.630788730914099
"DNMT1",-0.387467593579866,0.687265049399429,0.644773157479289,0.103903189185237,0.656773173026878,-0.0928621625344691,-0.184183027855175,0.0732354577119336,0.0946712921208966,0.208492616343334,0.208289451022762,0.189842461606344,0.279108311034064,-0.0482010262877621,0.0548988280809295,0.0886916532590852,0.545753360418872,0.130784188354114,0.260012572045394,-0.164844304798191
"DNMT3A",0.121970922745124,-0.502572585940728,-0.0648822137721256,-0.950702065703499,-0.694839591974623,-0.880771616764482,-0.441117150598827,-0.591825980253739,-0.194252354558093,-1.39909397055672,-0.735882098517155,-0.536402216088916,-0.354985806817649,0.0134921271001861,-0.77183238220531,-0.959320452217129,-0.715525524397714,-0.852847986362856,-0.258873939795283,-0.418987706268717
"DNMT3B",0.719640865426301,0.646779524505312,0.208777850846233,0.747993140721258,-0.234532454701667,0.176476118445882,0.57864685994105,0.411585510867182,0.674638345322428,0.171094967371387,0.879882091158669,0.614437562701252,0.597509165281094,0.69877665733374,0.718448740745217,0.435939358527233,0.73036046312035,0.558307669883777,0.599759312691438,0.370651138687454
"E2F1",3.95857959195958,2.50111110251427,3.57121206515736,4.44569094369309,2.69679735771273,2.31726391678202,1.73374015522331,3.17181588855998,4.36438705111825,3.43085681400419,3.43271187977849,2.68475369528015,3.40248642881695,3.30857485048729,3.66093729827165,1.61630966659194,3.49154883780296,1.7855743992579,3.82264977684021,3.53229672520538
"E2F2",2.33851686429639,1.71167964209035,2.69425262743061,2.80117941023336,2.04525005777371,1.96839477418924,0.967718828675385,1.65538982402416,2.90813483142625,2.27351585912758,2.36103757746237,1.71636047942957,2.29851744130278,2.27774549514647,2.89404779364854,1.0080360584259,2.33991443718832,1.46316261190028,2.4042333144235,2.41404414107162
"E2F3",3.22092481987768,2.28020274065922,3.63067530616576,3.52009519672556,2.59108238048565,2.15976144746783,1.71875513733181,2.52317735115358,3.51112248807849,2.91644040791273,2.97024924850127,2.42330855869765,2.98856098584913,3.13436503763601,3.41009827966549,1.73786860076401,2.94117647583395,1.93032028911911,2.74843024697878,3.12798064590833
"E2F4",4.42180818161797,3.54708557560903,4.84209338275231,5.29965803087377,3.92874459076885,3.23214408360591,3.13034484969909,4.08392699913633,5.5107055147514,4.66149276631985,4.49681790764197,3.90810760423094,4.36729197923862,4.64143368002049,4.78999542462703,2.94817933121848,3.83941099264318,2.91288135854427,4.79473239816067,4.79646777240679
"E2F5",0.483915184171092,0.0722159699310399,1.07278132367187,-0.274374533969382,0.216022432280723,0.362720727380734,-0.305767759824336,-0.0357624341110129,0.267963878509787,0.0294875247566359,-0.0945356526967328,0.440061046792152,0.1238681868249,-0.0692040562822094,0.677394561276471,-0.378571069614632,0.379603041929766,0.154410129061766,0.239667225848139,0.149487583730474
"E2F6",0.495469801217178,0.0527032822617338,0.665672693722628,1.03342411567829,0.386368502577202,0.536776492434215,0.602833350627249,0.575389996100755,0.470769909515002,0.892099579731489,0.439464399349401,0.54340633411648,0.330382806067059,0.924909954922541,0.669047725060302,0.591087542638116,0.443753781548747,0.5055346414729,0.909869222291716,0.363470457926881
"E4F1",0.316726757338674,0.18607490201363,0.730681382304132,0.728778790960759,0.804427756342199,0.907261463008571,0.72897755512217,0.503290974060776,0.289615022288425,0.640082836539215,0.309709908114805,0.979528071034522,0.697656890042629,1.00712832017413,0.356646452395954,0.590185643463058,0.319094658559583,0.53013701205318,0.98554798633327,1.01525240781468
