"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","PI3K","TGFb","TNFa","Trail","VEGF","WNT","p53"
"SAM7f0d9cc7f001",0.838592269285885,0.15234397522983,-0.00614381395037015,-0.498117393258052,-0.341744524188872,-0.638151306518149,1.53687080584742,-0.7553984683179,0.36580815687648,0.110579153223617,1.339709857712,-0.833852019682006,-0.19683762377594,0.23745278158247
"SAM4305ab968b90",-1.59019699209317,-0.676354963007455,-0.0733894940463134,-0.0746621556855118,-1.88701861072157,0.89925075148446,-1.95041484065838,-0.504650959049605,-1.92595999517861,-1.05809183366616,-1.80531057420762,1.89377880411669,-1.17147793383578,0.0417948401460692
"SAMcf018fee2acd",0.708268999558613,-0.0154420411294143,-1.334682975867,-0.0947489580076697,0.0630936308288295,-1.02021969082373,0.168684761071589,-1.85864289228378,-0.774360789055311,-0.668840669659461,1.01912033173779,-1.02143556171885,0.0394142531302342,1.40812823122774
"SAMcc4675f394a1",2.31363167978987,-0.131073068855526,-0.470117413343392,-0.119570358416075,-0.717754246232773,-1.67571088493365,-0.842872199545815,-1.08325503272558,-0.0188427661165136,1.02099676408901,0.215680089761797,-1.07981851364764,0.520722744004147,0.601473899574995
"SAM49f9b2e57aa5",-0.720695983861628,-0.0768165453008288,0.114549918983431,0.00635411958642567,-1.63114812659191,1.0598329635732,-0.526464456357091,0.126067789432219,-0.731240213472517,-1.12893728995628,-0.457819160789118,-0.794758629795908,0.25524915772054,-0.0702690711776921
"SAM2e7aa8fa0ab3",-1.61534837330694,-0.97382923248341,-1.40704531827222,0.142770912789397,-0.415617378028443,-1.43423737023285,-0.00846190032911911,0.0381839482008241,-0.219349597282636,-0.792564668271759,-0.429119726436313,0.923212511732355,1.08190524627805,0.432069667814529
"SAMdf3e42c8672a",-0.0187416052309312,1.05650547738445,1.5555494743784,1.18105287059719,0.276019188814936,1.53251965256381,0.437162406239269,1.47481472714133,-0.117847314973128,0.973436252361726,-0.413451971780769,0.831861594815459,-0.250485083312599,-1.06846544662625
"SAMd027124354ce",-1.19530272150701,-0.420991207238604,2.43202885985007,1.72919108551319,-0.511965715454131,0.86041176352699,-0.359406334451328,1.63592685824649,0.0807323567739046,-0.255563221655337,-1.04297999158014,-1.13034498402353,-0.710046589297137,-1.35407915215055
"SAMe7bf6c015192",0.236984160997932,0.269635657185798,-0.564704583461017,0.00150983071924816,0.578049017563455,-0.622073268590792,0.541137180739197,0.724055935186114,0.166972021001062,0.919354307712605,0.936920855723944,0.0744844078079061,-0.0356570302609526,0.039149461456836
"SAM6dd7ad1d797d",-1.470931846516,1.68955322413202,1.33429394671953,-0.446348265442469,2.12931914741044,1.05750963287302,1.78534807480272,2.00058864094283,1.64300705543839,0.819480160878481,0.492718935046064,2.67489970787519,-0.00867213015970709,-0.924968683982494
"SAM18039827e1b9",0.69991668171555,-0.862461606991067,-1.86083000569998,0.00732149530304374,-1.52697981681746,0.748271130804822,-1.00546906784242,-0.815722445435517,-0.913530902848436,-0.0545546129647227,-0.629025072147466,0.860910625738831,0.808916180340032,-0.0560450736070578
"SAMc692536a795a",-0.0556707252678631,0.397983499267086,-0.0570451949821632,-0.864636322875971,0.367752609504388,-1.46316446026218,0.704056075815317,-0.276593688428685,0.735166701377302,-0.920037515455341,0.792172614147701,-1.65313959689079,0.108453565679889,-0.0254228342330855
"SAM9a2cf3c06fb3",1.84683061139117,0.606539123495286,0.888645246431085,-0.768930398153931,0.673321092593852,0.869745539361553,1.40755656792412,0.674399063913991,0.614814188837452,-0.265438625672415,0.426267219798435,-0.405652321464382,-0.390378101553369,-0.494664460305309
"SAM557dde1b9f3e",0.225652751925235,0.179148257085656,-0.0397866902469802,-0.180257710297423,0.0656644085448689,-1.15597434641907,0.604887025126565,-0.962053085455518,0.887485832449737,-0.362663566416348,0.630870277272345,-1.85522607186218,-0.144088461306383,1.10164056681064
"SAM23aa15d4a0b0",-0.0305932325076594,-0.255765564516342,-0.37020596600431,0.443695559569049,-0.512890933969328,0.244227650101053,-0.106211866494708,-0.589685181028695,-0.106220238468894,0.00623244667666695,-0.0438151419214514,-1.11912251407586,-0.761863081278234,-0.210473808771454
"SAM468a9e1dc821",-0.828267341424867,1.37751497047897,-0.112436803402065,0.0903945379059182,-0.22038732618778,-0.286323722916638,-1.29941014405481,0.532930007079956,0.209588214737754,1.07809014490871,-0.312259470983056,0.57709116200984,-0.757326201146006,1.87174703951589
"SAM81b71522417a",-0.533491266215043,-1.54321879720601,-0.0109956017964865,0.687804196996732,-1.51399525520149,1.34130023923715,-1.80983607101181,0.595399775259644,-1.0682477369124,-1.02506748294511,-1.80331090867164,0.146473317018405,-0.151464907636367,-1.38199844392482
"SAMb963dda93cfd",-1.03674536242231,0.0641178798742339,1.24070985792881,0.152220360232252,0.399465452538921,1.86818899440037,-0.370805903207437,-0.0180052698641108,0.747732507090923,1.36316145953632,-0.385529680354368,0.86244683935843,-0.93829968542842,-1.6792875926383
"SAMbcbc7957c264",-0.796694934643294,-0.435886154577025,-0.819846291897094,0.588499146011332,-1.04439711127152,0.683308235812686,-0.770472075250888,0.395526102039505,-0.743194417603659,-0.175949084447282,-1.27884317947728,0.105408617701669,1.02195812268048,0.109686505319406
