"","source","target","mor"
"17511","MECOM","CA3",-1
"17512","ZBED6","IGF2",1
"17513","HOXC8","SMAD6",-1
"17514","STAT1","CD79A",1
"17515","STAT1","RUNX3",1
"17516","STAT1","SMAD3",1
"17517","NR1D1","FGF21",-1
"17518","SP1","HTT",1
"17519","SP1","SLC1A3",1
"17520","ZFP42","AKT1",1
"17521","ZFP42","PIK3R1",1
"17522","SMAD1","ELAVL1",1
"17523","NR3C1","CREB1",1
"17524","CREB1","NR3C1",1
"17525","EWSR1","DKK1",1
"17526","EWSR1","HNF4A",1
"17527","FLI1","DKK1",1
"17528","ATF6","G6PC1",-1
"17529","ATF6","PCK1",1
"17530","ATF6","CREB1",1
"17531","MTA1","NOS2",1
"17532","NR1H4","CYP19A1",1
"17533","SPI1","NCF2",1
"17534","SPI1","PKD2",1
"17535","PATZ1","PRKAR1A",1
"17536","HR","UGT1A7",1
"17537","HNF4A","PTK6",1
"17538","MYC","PTK6",1
"17539","MYOD1","MAPK12",1
"17540","MYOG","MAPK12",1
"17541","HNF4A","RAP1A",1
"17542","TAL1","UBC",1
"17543","TAL1","UBE2H",1
"17544","CEBPB","UGT1A1",1
"17545","CEBPE","UGT1A1",1
"17546","SMAD1","IGF2",1
"17547","RUNX1","NUCB2",1
"17548","CEBPA","SLC29A1",-1
"17549","DDIT3","SLC29A1",1
"17550","APEX1","IL6",1
"17551","APEX1","SOCS3",1
"17552","IRF2","RIGI",1
"17553","ZNF436","PSEN1",1
"17554","MYOD1","ABCB1",1
"17555","IRF9","IFNB1",1
"17556","BHLHA15","RAB3D",1
"17557","BHLHA15","AGFG1",1
"17558","BHLHA15","FPR2",1
"17559","SMAD7","HAMP",-1
"17560","EN1","GLI3",1
"17561","MYB","CXCL12",1
"17562","FOXA2","CXCR4",1
"17563","FOXH1","CXCR4",1
"17564","POU5F1","CXCR4",1
"17565","SOX17","CXCR4",1
"17566","AR","HSPA1B",1
"17567","AR","HSPA1A",-1
"17568","ENO1","TH",1
"17569","SP1","ETS2",1
"17570","TAF1","ETS2",1
"17571","TBP","ETS2",1
"17572","ASCL2","FGFR3",1
"17573","ZFPM1","CREBBP",1
"17574","ZFPM1","MED1",1
"17575","NFKB1","AGR2",1
"17576","FOXA1","AGR2",1
"17577","NFKB1","FOXA2",1
"17578","AR","GAS6",1
"17579","SOX4","NCAM1",1
"17580","RELA","TAFAZZIN",1
"17581","TBX21","HAVCR2",1
"17582","RELA","TP63",1
"17583","MYOD1","CKMT2",1
"17584","MYOD1","FLT3LG",1
"17585","ATF1","PDLIM7",1
"17586","GATA3","ABCB1",1
"17587","GATA3","G6PC2",1
"17588","GATA3","MGMT",1
"17589","MYOD1","G6PC2",1
"17590","MYOD1","MLC1",1
"17591","MYOD1","PYCARD",1
"17592","PAX6","CDKN1B",1
"17593","PAX6","PYCARD",1
"17594","THAP12","IFNA1",1
"17595","STAT1","ABCB1",1
"17596","STAT1","MLC1",1
"17597","STAT1","NPAT",1
"17598","CREB1","CCN2",1
"17599","CREB1","DOT1L",1
"17600","NFYC","SCNN1A",1
"17601","EGR1","SOX18",1
"17602","NFKB1","PPARA",1
"17603","VEZF1","SPMAP2",1
"17604","RELA","PPARA",-1
"17605","ZNF384","IFNG",1
"17606","DMRT1","CYP19A1",1
"17607","DMRT1","NR5A1",1
"17608","MITF","GAGE7",1
"17609","MITF","TKT",1
"17610","CEBPG","WDTC1",1
"17611","SCX","BMP4",1
"17612","KLF10","TNFSF11",-1
"17613","NR4A1","APOA5",1
"17614","TBX21","CD8A",1
"17615","SP1","SLC5A2",1
"17616","SP1","DUOXA1",1
"17617","STAT1","SP7",-1
"17618","IRF4","PRDM1",1
"17619","STAT3","PRDM1",1
"17620","KLF4","EPCAM",1
"17621","NANOG","EPCAM",1
"17622","SPI1","CLEC7A",1
"17623","TFAP2B","LEP",1
"17624","TFAP2B","INS",1
"17625","PPARD","WT1",-1
"17626","MAF","MMP13",1
"17627","SOX10","MET",1
"17628","PAX3","MET",1
"17629","MITF","KRAS",1
"17630","ATF2","HES1",1
"17631","FOXO1","CXCR4",1
"17632","NRF1","ACKR3",1
"17633","PAX3","ACKR3",1
"17634","PAX3","CXCR4",1
"17635","KLF10","BMAL1",-1
"17636","ESR1","GREB1",1
"17637","ESR1","INS",1
"17638","FOXA1","GREB1",1
"17639","GATA3","INS",1
"17640","KAT7","HBB",1
"17641","AR","HBB",1
"17642","AR","NELFCD",1
"17643","BMAL1","KLF10",1
"17644","MTA1","CDKN1A",-1
"17645","SP1","FPGS",1
"17646","ESR2","CCAR2",1
"17647","TP53","CCAR2",1
"17648","FOXA2","SOX14",1
"17649","FOXO4","SOX14",1
"17650","GLI1","SOX14",1
"17651","EZH2","NEUROG1",1
"17652","SMAD5","AKT2",1
"17653","ESR1","CYP2B6",1
"17654","NCOA3","CYP2B6",1
"17655","YBX1","CDC6",1
"17656","RCOR2","CBX5",1
"17657","RCOR2","SUB1",1
"17658","HIF1A","RECK",-1
"17659","NR0B1","NR1H3",1
"17660","DNMT1","CYP19A1",1
"17661","PAX6","CYP26B1",1
"17662","CEBPB","SLC5A8",1
"17663","SP1","SLC5A8",1
"17664","TBX6","FGF8",1
"17665","KLF5","NLRP3",1
"17666","NR3C1","IFI16",1
"17667","FOXO1","CTSL",1
"17668","SP1","ITGA2",1
"17669","SP1","APBB1",1
"17670","PPARG","MIF",1
"17671","TP53","UNG",1
"17672","JUN","PPM1D",1
"17673","MEF2A","XIRP2",1
"17674","SP4","CREBBP",1
"17675","POU4F1","NTRK2",1
"17676","USF1","UGT1A1",1
"17677","SPIC","PRF1",1
"17678","HOXC8","PCNA",1
"17679","TFAP2B","IRS1",1
"17680","TFAP2A","IRS1",1
"17681","NFKB1","HSPA5",1
"17682","NFKB2","HSPA5",1
"17683","NFKB2","CHUK",1
"17684","NFKBIB","CHUK",1
"17685","RELB","CLPX",1
"17686","CREB1","CYP11B2",1
"17687","ETS1","DUSP6",1
"17688","STAT1","BIRC2",1
"17689","STAT1","FSCN1",1
"17690","STAT1","VANGL1",1
"17691","GATA1","BIRC5",1
"17692","CTCF","TP53",1
"17693","ESR1","ABL1",1
"17694","PPARG","AACS",1
"17695","SP1","AACS",1
"17696","FOXO1","FABP4",1
"17697","AHR","PER1",-1
"17698","EGR1","AREG",1
"17699","EWSR1","CASP3",1
"17700","FLI1","CASP3",1
"17701","HIF1A","TKTL1",1
"17702","NFE2L2","TGFB1",1
"17703","MYC","SRM",1
"17704","RELB","CLPP",1
"17705","NKX6-1","HNF1A",1
"17706","PPARD","CALR",1
"17707","SP1","SCD",1
"17708","GATA1","FLI1",1
"17709","FLI1","GATA1",1
"17710","CEBPB","GDF15",1
"17711","STAT6","ANXA2",1
"17712","ESR1","PRKDC",1
"17713","NR2F1","FABP7",1
"17714","STAT6","HRH1",1
"17715","TCF12","TKT",1
"17716","KLF6","PTTG1",-1
"17717","ATF2","THBD",1
"17718","NR4A1","TSHR",1
"17719","EGR1","CDKN2B",1
"17720","SNAI1","CDKN2B",1
"17721","KLF6","TUBA1A",1
"17722","SOX17","STS",1
"17723","PGR","E2F1",1
"17724","KLF15","E2F1",1
"17725","NR2E1","KDM1A",1
"17726","WT1","STIM1",-1
"17727","SMAD3","SMN1",-1
"17728","TP53","CHML",1
"17729","ASCL1","CHRNA3",1
"17730","NCOA3","CACNA1E",1
"17731","GFI1B","TGFBR3",1
"17732","FOXO1","ADIPOR2",1
"17733","SATB1","GATA3",1
"17734","GRHL3","BDNF",1
"17735","HIF1A","SRC",1
"17736","CDX2","ELMO3",1
"17737","SP1","ELMO3",1
"17738","DNMT1","ELMO3",1
"17739","ESR1","SALL1",1
"17740","CEBPA","IGFBP5",1
"17741","EGR1","KAT2B",1
"17742","ASCL4","FGFR1",1
"17743","ASCL4","KRT14",1
"17744","ASCL4","KRT9",1
"17745","YBX3","LRP2",1
"17746","YBX3","CUBN",-1
"17747","FOXN1","EP400",1
"17748","KAT5","EP400",1
"17749","KAT7","EP400",1
"17750","KDM5C","EP400",1
"17751","MBD2","EP400",1
"17752","MTF1","SLC30A2",1
"17753","NR3C1","SLC30A2",1
"17754","PRDM1","TNFSF11",1
"17755","ATF2","APEX1",1
"17756","ATF2","PRKACA",1
"17757","TCF4","MYC",1
"17758","ZNF274","HBZ",1
"17759","RREB1","HBZ",-1
"17760","GRHL1","IGF2",-1
"17761","FOXO4","CREB1",1
"17762","FOXO4","HIF1A",-1
"17763","FOXO4","SERPINE1",1
"17764","JUN","TRH",1
"17765","SP1","TRH",1
"17766","NR3C1","TRH",-1
"17767","SPI1","VIM",1
"17768","ELK1","ZC3H12A",1
"17769","SRF","ZC3H12A",1
"17770","IRF9","IFIT3",1
"17771","STAT2","IFIT3",1
"17772","IRF1","IFIT3",1
"17773","RELA","CREB1",-1
"17774","JDP2","MT1A",1
"17775","JDP2","VIM",1
"17776","CXXC1","MT1A",1
"17777","CXXC1","VIM",1
"17778","SPI1","MT1A",1
"17779","SPDEF","CDKN1A",1
"17780","SPDEF","CDKN2A",1
"17781","SP1","LRP5",1
"17782","GABPA","LIG4",1
"17783","TP53","TAAR1",1
"17784","MYOD1","IRS1",1
"17785","MYOD1","TRIM72",1
"17786","KLF15","LRP5",1
"17787","ZBTB4","COQ8A",1
"17788","ZBTB4","FZD7",1
"17789","ZBTB4","ITGB1",1
"17790","ZBTB4","NCKAP1",1
"17791","ZBTB4","RPL41",1
"17792","ZBTB4","RPL7",1
"17793","ZBTB4","RPS12",1
"17794","ZBTB4","RPS15A",1
"17795","ZBTB4","RPS6",1
"17796","ZBTB4","SRSF2",1
"17797","ZKSCAN7","TERT",1
"17798","ZNF91","TERT",1
"17799","MZF1","AXL",1
"17800","TFAP2A","NPM1",1
"17801","MYCN","TP53",1
"17802","TP53","MYCN",-1
"17803","FOXQ1","CDKN1A",1
"17804","NR0B2","IL12B",1
"17805","REL","IL12B",-1
"17806","JUN","ACOT11",1
"17807","JUN","FABP2",1
"17808","ELK4","INSIG2",1
"17809","THRA","MAT1A",1
"17810","ZBTB32","MYC",-1
"17811","ZBTB32","ZDHHC2",1
"17812","VDR","TMPRSS2",1
"17813","HLF","CD33",1
"17814","SP1","CD151",1
"17815","ESR2","FHL1",1
"17816","SMAD3","LHB",-1
"17817","SP1","PEMT",-1
"17818","SP1","YEATS4",1
"17819","SP3","YEATS4",1
"17820","PAX3","YEATS4",1
"17821","EWSR1","ITSN1",1
"17822","EWSR1","MDM2",1
"17823","FLI1","ITSN1",1
"17824","KLF11","PLA2G4A",-1
"17825","ZNF699","IGF1R",1
"17826","GATA3","CCND1",1
"17827","HIC1","EFNA1",-1
"17828","NR3C1","S100P",1
"17829","REL","LTF",1
"17830","DNMT1","DNMT3A",1
"17831","DNMT1","FOS",1
"17832","DNMT1","MLH1",1
"17833","ESR2","HNMT",1
"17834","ESR2","MLH1",1
"17835","NR3C1","HP",1
"17836","STAT3","NR3C1",1
"17837","NR3C1","MCL1",1
"17838","NR3C1","PMAIP1",1
"17839","CEBPA","SIRT1",1
"17840","CEBPG","SIRT1",1
"17841","KAT5","RRM1",1
"17842","PPARD","SIRT1",1
"17843","FOXA2","CDH1",1
"17844","SSRP1","FOXA2",1
"17845","ESR1","SRA1",1
"17846","ESR1","SRC",1
"17847","ESR2","SRA1",1
"17848","ESR2","SRC",1
"17849","ATF6","WFS1",1
"17850","ATF6","PRKN",1
"17851","SP1","SIRT1",1
"17852","TP53","GNB1L",1
"17853","TP73","GNB1L",1
"17854","TP73","PMAIP1",1
"17855","NOTCH1","HES5",1
"17856","HES5","NOTCH1",-1
"17857","WT1","WNT4",1
"17858","HOXC8","SLC11A1",1
"17859","NFKB1","CXCL10",1
"17860","RELA","CXCL10",1
"17861","RERE","RARB",1
"17862","ATF6","SLC2A4",-1
"17863","HESX1","MYH6",1
"17864","PLAGL1","MYH6",1
"17865","PLAGL1","NPPA",1
"17866","MYC","HSP90AA2P",1
"17867","XBP1","NPPB",1
"17868","HMX2","SLC26A9",1
"17869","ZEB1","BCL6",-1
"17870","FOXP1","PITX3",1
"17871","HSF1","NAT1",1
"17872","NR1H3","DIO2",1
"17873","HHEX","FLT1",1
"17874","GATA1","IL6",1
"17875","IRF5","PRDM1",1
"17876","NFATC3","MYOCD",1
"17877","NFIX","CKM",1
"17878","NFIX","ENO3",1
"17879","PAX7","CKM",1
"17880","PAX7","ENO3",1
"17881","PROP1","TLE3",1
"17882","BACH1","SLC40A1",1
"17883","NFE2L2","SLC40A1",1
"17884","SOX9","VEGFA",-1
"17885","SP3","PRKCB",1
"17886","SP3","SREBF1",1
"17887","SP1","CENPW",1
"17888","SP3","CENPW",1
"17889","MYCN","GCLC",1
"17890","KMT2A","HLA-E",1
"17891","KMT2A","CIITA",1
"17892","KMT2A","HLA-DRA",1
"17893","CEBPZ","ALOX12",1
"17894","RUNX1","ALOX12",1
"17895","AR","TAF1",1
"17896","TAF1","AR",1
"17897","HESX1","TLE1",1
"17898","PROP1","TLE1",1
"17899","FOXO3","BNIP3",1
"17900","ATF2","CDK4",-1
"17901","NR1I3","THRSP",1
"17902","NR1I2","THRSP",1
"17903","NR0B2","TP53",1
"17904","ATF4","NFE2L2",1
"17905","NFE2L2","ATF4",1
"17906","NFE2L2","VEGFA",1
"17907","FOXN1","IL6",1
"17908","FOXP1","IL6",-1
"17909","GATAD2B","SHC1",1
"17910","NR0B2","SIRT1",1
"17911","SIRT1","NR0B2",-1
"17912","NR1H4","TP53",1
"17913","HSF1","ZFAND2A",1
"17914","APEX1","BRCA1",1
"17915","SPI1","RPL11",1
"17916","POU2F1","NTHL1",1
"17917","EPAS1","ROR2",1
"17918","RELA","AKT1",-1
"17919","RELA","MET",1
"17920","E2F1","SIAH1",1
"17921","HNF4A","SIAH1",1
"17922","FOXM1","MAPK14",1
"17923","NR1H4","UGT1A3",1
"17924","RFX1","FGF1",1
"17925","TP53","NPAT",-1
"17926","MYCN","BMI1",1
"17927","GFI1","CDKN1A",-1
"17928","ESR2","PTGDS",1
"17929","EGR1","HBEGF",1
"17930","ID3","CDKN1A",1
"17931","TCF3","ID3",1
"17932","ID3","TCF3",-1
"17933","AR","CDH11",1
"17934","ZNF85","PRDX5",1
"17935","ESR1","PTGDS",1
"17936","NFE2L2","CYP2J2",1
"17937","TAL1","CDKN2B",1
"17938","TFAP2A","NR2F2",1
"17939","NR2F2","TFAP2A",1
"17940","RARA","TFAP2A",1
"17941","RXRA","TFAP2A",1
"17942","RARA","NR2F2",1
"17943","MYC","NKX3-1",1
"17944","RUNX2","ABCB1",1
"17945","E2F1","SERPINB5",1
"17946","ATF3","KRAS",1
"17947","PAX3","PROS1",1
"17948","ESR1","PTRH2",1
"17949","TP53","XAF1",-1
"17950","CDX2","SHH",-1
"17951","TP53","HSPA9",1
"17952","NKRF","HSPA9",1
"17953","PRDM10","IFNB1",1
"17954","PRDM10","PRDM10",1
"17955","ESR1","PROS1",-1
"17956","SP1","NRIP1",1
"17957","NCOR1","PROS1",1
"17958","NCOR2","PROS1",1
"17959","STAT1","BCR",1
"17960","JUNB","SMURF1",1
"17961","GFI1","RASGRP1",1
"17962","PPARG","TRARG1",1
"17963","WT1","ERBB2",1
"17964","SP1","SOX17",1
"17965","SP7","COL5A3",1
"17966","GATA4","CYP2C19",1
"17967","GATA2","CYP2C19",1
"17968","FOXL2","CYP17A1",-1
"17969","FOXL2","SF1",1
"17970","NKX2-1","SPARC",1
"17971","TTF1","SPARC",1
"17972","NCOA2","BMAL1",1
"17973","BCL6","IL17A",-1
"17974","NR2C2","ACP5",1
"17975","SNAI1","RUNX2",-1
"17976","CLOCK","PRL",1
"17977","BMAL1","PER3",1
"17978","ESRRA","GCK",1
"17979","GATA2","GATA2",1
"17980","STAT1","EDN1",1
"17981","TCF3","ZFP36",1
"17982","NR1H3","ACSL3",1
"17983","WT1","CXXC5",1
"17984","JUN","DDX53",1
"17985","JUND","DDX53",1
"17986","CEBPB","IL17A",1
"17987","CEBPD","IL17A",1
"17988","CEBPD","LCN2",1
"17989","NFKBIZ","TNF",1
"17990","NFKBIZ","NFKBIZ",1
"17991","ZKSCAN7","CBX1",1
"17992","ZKSCAN7","FGFR1",1
"17993","ZKSCAN7","KRT9",1
"17994","ZKSCAN7","ME3",1
"17995","ZKSCAN7","TRIM28",1
"17996","XBP1","VEGFA",1
"17997","DNMT1","CD70",1
"17998","DNMT1","ITGAL",1
"17999","RFX1","CD70",-1
"18000","RFX1","ITGAL",-1
"18001","TP53","MAP2K3",1
"18002","MSC","TNFRSF19",1
"18003","CUX1","OCLN",-1
"18004","CUX1","IL4",1
"18005","CEBPB","TNFSF11",1
"18006","ARID3B","TENT4A",1
"18007","TBP","TENT4A",1
"18008","IKZF2","IL2RA",1
"18009","FOXP3","IKZF2",1
"18010","IKZF2","FOXP3",1
"18011","FOSB","CCK",1
"18012","VDR","SPARC",1
"18013","VDR","STUB1",1
"18014","ZNF263","ZFP42",1
"18015","CREM","CRABP2",-1
"18016","CEBPA","CRABP2",-1
"18017","FLI1","S1PR1",1
"18018","HR","CCND3",1
"18019","BCL6","MAML1",1
"18020","ZNF205","MPV17L",-1
"18021","CTCFL","GAL3ST1",1
"18022","RUNX2","CYP19A1",1
"18023","YY1","ZFP42",1
"18024","NR4A2","CRHR1",1
"18025","RELA","CRHR1",1
"18026","FOXN1","EGFR",1
"18027","ZGPAT","EGFR",-1
"18028","FOXL2","FSHB",1
"18029","STAT2","IL6",1
"18030","ZNF32","TERT",1
"18031","BCL3","IL2",1
"18032","ELK1","DPP3",1
"18033","ETS1","DPP3",1
"18034","SRF","LIMA1",1
"18035","PPARA","FGF21",1
"18036","THRB","FGF21",1
"18037","NPAS2","AANAT",1
"18038","SMAD4","SLC6A1",1
"18039","YY1","SLC6A1",1
"18040","ESR1","LEP",1
"18041","WT1","IRF8",-1
"18042","HIF1A","PRPH2",1
"18043","HNF4A","NF1",1
"18044","IRF3","IKBKE",1
"18045","TP63","FGFR3",1
"18046","TP73","FGFR3",1
"18047","IRF4","AICDA",1
"18048","SPI1","AICDA",1
"18049","AHR","AGR2",1
"18050","AHR","CD36",1
"18051","DLX4","IKBKE",1
"18052","DLX4","TBK1",1
"18053","CEBPA","STEAP4",1
"18054","STAT3","STEAP4",1
"18055","NCOA3","CDKN1A",1
"18056","NCOA3","PCNA",1
"18057","ATF4","FGF2",1
"18058","PPARA","SLC16A1",1
"18059","PPARD","ACSL3",1
"18060","AR","CBX1",1
"18061","JUN","AREG",1
"18062","IRF1","RSAD2",1
"18063","NFE2L2","CFTR",1
"18064","TP53","RBM5",1
"18065","FOXN1","H2AZ1",1
"18066","EGR1","MMP9",-1
"18067","PPARG","GIPR",1
"18068","NFYA","AKR1C1",1
"18069","RORA","FGF21",1
"18070","TGFB1I1","CCN2",1
"18071","BHLHE40","CDH15",1
"18072","MYOD1","CDH15",1
"18073","MYOG","CDH15",1
"18074","HMGA1","IGF1R",1
"18075","LEF1","FAIM2",1
"18076","MYOD1","SNW1",1
"18077","SUPT20H","AKR1C1",1
"18078","RUNX1","HAPLN1",1
"18079","RUNX2","HAPLN1",1
"18080","RUNX1","NFE2",1
"18081","NCOR1","ABCA1",1
"18082","NCOR1","SREBF1",-1
"18083","PDX1","CSNK2A1",1
"18084","PRDM1","TNFRSF17",1
"18085","CLOCK","NPAS2",1
"18086","BMAL1","AANAT",1
"18087","ZEB1","REST",-1
"18088","ETV4","DUSP6",1
"18089","NFE2L2","NOX1",1
"18090","HNF4A","WNT3A",1
"18091","NR1I2","PDP1",1
"18092","NR1I3","PDP1",1
"18093","ZNF699","PDP1",1
"18094","CEBPA","HMOX1",1
"18095","ELK1","HMOX1",1
"18096","TBX2","NDRG1",1
"18097","SP1","HMOX1",1
"18098","JUNB","SERPINE1",1
"18099","JUND","SERPINE1",1
"18100","KAT5","ITPR1",1
"18101","TP53","ITPR1",1
"18102","KAT7","ITPR1",1
"18103","KAT5","H2AZ1",1
"18104","TP53","GLS2",1
"18105","CTBP2","KAT2B",1
"18106","MEF2A","PLAGL1",1
"18107","THRA","CGA",-1
"18108","FOSL1","MAPK8",1
"18109","JUN","MAP2K1",1
"18110","ESR1","SLC2A2",1
"18111","KLF4","CDH1",1
"18112","CREB3L3","CRP",1
"18113","ETV1","TH",1
"18114","RUNX2","FSHB",-1
"18115","SSRP1","FSHB",1
"18116","CUX1","CD44",1
"18117","NFKB2","CD44",1
"18118","RELA","MMP3",1
"18119","ATF2","RETN",1
"18120","PLAGL1","ABCC3",1
"18121","PLAGL1","INS",1
"18122","PLAGL1","SLC2A4",1
"18123","PLAGL1","PLAGL1",1
"18124","SPI1","CIITA",1
"18125","NR2F2","NRP2",1
"18126","MYB","BRCA1",1
"18127","MYOD1","BRCA1",1
"18128","KLF1","CDKN1A",1
"18129","EZH2","WNT2",1
"18130","NCOA1","EPO",1
"18131","NCOA3","EPO",1
"18132","FOSL1","NOS3",1
"18133","JUNB","NOS3",1
"18134","MYOD1","DUSP1",1
"18135","SP1","CYP2B6",1
"18136","DNMT1","CYP11A1",1
"18137","HOXA10","EDNRA",1
"18138","LEF1","CACNA1G",1
"18139","CEBPB","RCAN1",1
"18140","SP1","FOXM1",1
"18141","TP53","UNC5A",1
"18142","IKZF1","IFNLR1",1
"18143","STAT1","IFNLR1",1
"18144","KLF4","TGFBR1",1
"18145","SP1","KISS1R",1
"18146","NFATC1","BMP7",1
"18147","SP1","BMP7",1
"18148","SMAD1","BMP7",1
"18149","DNMT3B","KRAS",1
"18150","DNMT3B","TYRO3",1
"18151","NR0B2","NR0B2",1
"18152","NR5A2","SIRT1",1
"18153","RUNX2","TG",1
"18154","JUN","PIN1",1
"18155","CEBPA","PIN1",1
"18156","E2F1","PIN1",1
"18157","DNMT1","NFKBIA",1
"18158","FOXA2","EXOC4",1
"18159","FOXA2","IL6",-1
"18160","NFKB2","PSIP1",1
"18161","ASCL1","GADD45A",1
"18162","RORA","IL17A",1
"18163","ZBTB17","RHOA",1
"18164","MYB","CD1D",1
"18165","SP1","IL24",1
"18166","SP1","MLX",1
"18167","HBP1","MIF",-1
"18168","NR3C1","BGLAP",-1
"18169","BCL11B","CTNNB1",-1
"18170","MYOG","NPPA",1
"18171","MYOG","GATA4",1
"18172","GATA4","MYOG",1
"18173","SOX2","CDX2",1
"18174","CDX2","SOX2",1
"18175","SP1","FTMT",1
"18176","KLF4","GDF15",1
"18177","SMARCC1","OPRM1",1
"18178","ESR1","CDH17",1
"18179","ESR1","THOP1",1
"18180","CEBPB","CDH3",1
"18181","ESR1","CDH3",1
"18182","RELA","CCNE1",-1
"18183","CLOCK","KLF10",1
"18184","NFATC4","LPIN1",1
"18185","SREBF1","PNPLA3",1
"18186","HAND2","SHH",1
"18187","MYC","ID1",1
"18188","ID1","MYC",1
"18189","TP53","YPEL3",1
"18190","ID2","SEMA3F",1
"18191","TCF3","SEMA3F",1
"18192","TCF3","RHOA",1
"18193","RERE","APOB",1
"18194","ZNF331","CCNB1",-1
"18195","ZNF331","CDC25C",-1
"18196","ZNF331","CDK1",-1
"18197","ZNF331","TP53",-1
"18198","BCL11A","HBD",1
"18199","BCL11A","HBE1",-1
"18200","BCL11A","HBG1",-1
"18201","SOX6","HBG1",-1
"18202","EGR1","MMP1",1
"18203","RUNX1","LTB4R",1
"18204","AHR","ABCC4",1
"18205","HMGA2","ACTG2",1
"18206","HMGA2","VIM",1
"18207","GTF3A","GTF3A",1
"18208","HSF1","FAS",1
"18209","CREB1","ARMCX1",1
"18210","DNMT3B","TNFSF10",1
"18211","DNMT1","TNFRSF10B",-1
"18212","DNMT3B","TNFRSF10B",1
"18213","MEF2A","TRIM72",1
"18214","MYOG","TRIM72",1
"18215","SOX4","BAX",-1
"18216","KLF3","CKM",1
"18217","SRF","CKM",1
"18218","HIF1A","CSF3",1
"18219","GATA1","ITGAX",-1
"18220","GATA1","IRF8",1
"18221","TP53","CXCL14",1
"18222","TP53","CCL2",1
"18223","ESR1","PTTG1IP",1
"18224","KDM5A","CD55",1
"18225","KDM5A","FGFR1",1
"18226","KDM5A","HMOX1",1
"18227","KDM5A","ME3",1
"18228","FOXL2","LATS1",1
"18229","STAT1","SKP2",-1
"18230","STAT1","CDKN1B",1
"18231","SP1","GIT1",1
"18232","CXXC1","BDNF",1
"18233","JUN","PI3",1
"18234","MEF2C","BMP2",1
"18235","RFX3","GCK",1
"18236","EGR1","GFAP",1
"18237","RELA","KEAP1",1
"18238","NR1I2","TNF",1
"18239","MSC","IBSP",1
"18240","AR","INSR",1
"18241","SP1","TTF1",1
"18242","TTF1","SP1",1
"18243","ATF4","RUNX2",1
"18244","PPARA","GCLC",1
"18245","PPARA","GLRX",1
"18246","TP63","FLT1",1
"18247","TP73","FLT1",1
"18248","ATF3","ADIPOR2",-1
"18249","ATF5","ATF5",1
"18250","EBF1","ATF5",1
"18251","ZEB1","CDKN2B",-1
"18252","MYCN","SKP2",1
"18253","DDIT3","IL1B",1
"18254","MAFA","IL1B",1
"18255","NFATC2","IL1B",1
"18256","NEUROG2","FEZF1",1
"18257","CDX2","MGAM",1
"18258","CREB1","MGAM",1
"18259","HNF1A","MGAM",1
"18260","ZBTB17","EBP",1
"18261","DNMT3A","RARB",1
"18262","DNMT3B","RARB",1
"18263","ETS1","FOXP3",1
"18264","ETS2","FOXP3",1
"18265","UNCX","EGLN1",1
"18266","NFE2L2","GADD45GIP1",1
"18267","NR3C2","DOT1L",1
"18268","HIF1A","NOX4",1
"18269","SP1","NFKB1",1
"18270","NFKB1","SP1",1
"18271","SP1","HSD11B2",1
"18272","RORC","FOXP3",-1
"18273","RORC","IFNG",1
"18274","RORC","IL6",1
"18275","RORC","TNF",1
"18276","ETS1","CCL2",1
"18277","NR3C1","ALOX15B",-1
"18278","PITX2","TBX21",1
"18279","YY1","NOS2",-1
"18280","NFIC","NOS2",1
"18281","DDIT3","BBC3",1
"18282","NEUROG2","FEZF2",1
"18283","CLOCK","GYS2",1
"18284","NFIC","VWF",1
"18285","FEZF2","HES5",-1
"18286","FEZF1","NEUROG2",1
"18287","NFATC1","VEGFA",1
"18288","AR","SRCAP",1
"18289","ELK3","MMP10",1
"18290","PAX3","BCL2",1
"18291","PAX3","EGFR",1
"18292","SP3","BCL2",1
"18293","SP3","CCND1",1
"18294","SP3","EGFR",1
"18295","SP3","PAX3",1
"18296","SP4","BCL2",1
"18297","SP4","CCND1",1
"18298","SP4","EGFR",1
"18299","IRF1","IL27",1
"18300","IRF8","IL27",1
"18301","STAT3","MIR155HG",-1
"18302","HIF1A","KPNA7",1
"18303","SPI1","KPNA7",1
"18304","FOXO3","FOXP3",1
"18305","CEBPD","CDC27",1
"18306","CEBPD","CCND1",1
"18307","TBX1","FLT4",1
"18308","HIF1A","NEDD9",1
"18309","TP63","NOTCH1",1
"18310","SP3","NOTCH1",1
"18311","JUN","PRKCG",1
"18312","JUN","RAF1",1
"18313","FLI1","INPP5D",1
"18314","EGR1","PGF",1
"18315","EGR1","ALOX5AP",1
"18316","NEUROD1","GDNF",1
"18317","SOX9","PDX1",1
"18318","HIF1A","CCN2",1
"18319","SREBF2","FDPS",1
"18320","AHR","RFC1",1
"18321","NFE2L2","CUL3",1
"18322","NFE2L2","RBX1",1
"18323","NFE2L2","SQSTM1",1
"18324","GFI1","ID2",1
"18325","HOXB13","DISC1",1
"18326","HOXB13","GNA11",1
"18327","HOXB13","SLIT1",1
"18328","TBX18","CDKN2A",1
"18329","TBX18","DISC1",1
"18330","TBX18","GNA11",1
"18331","TBX18","SLIT1",1
"18332","TBX5","DISC1",1
"18333","TBX5","SLIT1",1
"18334","MAX","GPT",1
"18335","MXD1","GPT",1
"18336","MYC","GPT",1
"18337","ARNT","COMMD1",1
"18338","ELF1","ICAM1",1
